At itteration 415 Test data , total error of 0.3402, Training Data, total error of 0.3328
At itteration 416 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 417 Test data , total error of 0.3238, Training Data, total error of 0.3122
At itteration 418 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 419 Test data , total error of 0.3238, Training Data, total error of 0.3122
At itteration 420 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 421 Test data , total error of 0.3616, Training Data, total error of 0.3444
At itteration 422 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 423 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 424 Test data , total error of 0.3238, Training Data, total error of 0.3122
At itteration 425 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 426 Test data , total error of 0.3186, Training Data, total error of 0.3066 
At itteration 427 Test data , total error of 0.319, Training Data, total error of 0.3066
At itteration 428 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 429 Test data , total error of 0.3186, Training Data, total error of 0.3066
At itteration 430 Test data , total error of 0.3202, Training Data, total error of 0.3078
At itteration 431 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 432 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 433 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 434 Test data , total error of 0.3202, Training Data, total error of 0.3078
At itteration 435 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 436 Test data , total error of 0.3202, Training Data, total error of 0.3078
At itteration 437 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 438 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 439 Test data , total error of 0.3202, Training Data, total error of 0.3078
At itteration 440 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 441 Test data , total error of 0.3198, Training Data, total error of 0.3078
At itteration 442 Test data , total error of 0.325, Training Data, total error of 0.3134
At itteration 443 Test data , total error of 0.3252, Training Data, total error of 0.3138
At itteration 444 Test data , total error of 0.3628, Training Data, total error of 0.3456
At itteration 445 Test data , total error of 0.3602, Training Data, total error of 0.3438
At itteration 446 Test data , total error of 0.3676, Training Data, total error of 0.3496
At itteration 447 Test data , total error of 0.3596, Training Data, total error of 0.3418
At itteration 448 Test data , total error of 0.3498, Training Data, total error of 0.3308
At itteration 449 Test data , total error of 0.345, Training Data, total error of 0.3268
At itteration 450 Test data , total error of 0.3492, Training Data, total error of 0.331
At itteration 451 Test data , total error of 0.3392, Training Data, total error of 0.3214
At itteration 452 Test data , total error of 0.3474, Training Data, total error of 0.33
At itteration 453 Test data , total error of 0.3474, Training Data, total error of 0.33
At itteration 454 Test data , total error of 0.3494, Training Data, total error of 0.3314
At itteration 455 Test data , total error of 0.3476, Training Data, total error of 0.3304
At itteration 456 Test data , total error of 0.3476, Training Data, total error of 0.3304
At itteration 457 Test data , total error of 0.3476, Training Data, total error of 0.3304
At itteration 458 Test data , total error of 0.3494, Training Data, total error of 0.3314
At itteration 459 Test data , total error of 0.3494, Training Data, total error of 0.3314
At itteration 460 Test data , total error of 0.342, Training Data, total error of 0.3228
At itteration 461 Test data , total error of 0.3494, Training Data, total error of 0.3314
At itteration 462 Test data , total error of 0.342, Training Data, total error of 0.3228
At itteration 463 Test data , total error of 0.342, Training Data, total error of 0.3228
At itteration 464 Test data , total error of 0.3494, Training Data, total error of 0.3314
